vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,tablockid,zone
1972,20220720 20:25,41.89234833333333,-87.60989666666667,177,6662,66,Navy Pier,47887,False,22224276,66 -815,
8124,20220720 20:25,41.89367961883545,-87.6202220916748,357,6665,66,Austin,3633,False,22224251,66 -814,
1934,20220720 20:25,41.896766662597656,-87.625612449646,270,6665,66,Austin,6222,False,88355182,66 -809,
1917,20220720 20:25,41.89671325683594,-87.62952632904053,268,6665,66,Austin,7286,False,22224250,SN  -854,
1986,20220720 20:25,41.8948848430927,-87.75519737830528,87,6982,66,Pulaski,5353,False,88355221,SN  -852,
2021,20220720 20:27,41.895222981770836,-87.72611142877946,88,6662,66,Navy Pier,13306,False,88355179,SN  -859,
4078,20220720 20:27,41.89545947215596,-87.7139045840404,89,6662,66,Navy Pier,16679,False,22224280,66 -804,
8191,20220720 20:27,41.896141052246094,-87.66256101014184,88,6662,66,Navy Pier,30728,False,22224278,SN  -858,
1951,20220720 20:27,41.896270751953125,-87.65560150146484,88,6662,66,Navy Pier,32620,True,22224272,66 -808,
1972,20220720 20:27,41.89234833333333,-87.60989666666667,177,6662,66,Navy Pier,47887,False,22224276,66 -815,
8124,20220720 20:27,41.89673376083374,-87.62035083770752,350,6665,66,Austin,4769,False,22224251,66 -814,
1934,20220720 20:27,41.89671325683594,-87.62961330413819,269,6665,66,Austin,7310,False,88355182,66 -809,
1917,20220720 20:27,41.89659118652344,-87.63512527733518,272,6665,66,Austin,8808,False,22224250,SN  -854,
1986,20220720 20:27,41.8949089050293,-87.74652353922527,89,6982,66,Pulaski,7704,False,88355221,SN  -852,
2021,20220720 20:29,41.89543546040853,-87.71657956441244,89,6662,66,Navy Pier,15960,False,88355179,SN  -859,
4078,20220720 20:29,41.89546585083008,-87.70726600060097,90,6662,66,Navy Pier,18509,False,22224280,66 -804,
8191,20220720 20:29,41.8962218944843,-87.65608053940993,88,6662,66,Navy Pier,32501,False,22224278,SN  -858,
1951,20220720 20:29,41.896270751953125,-87.65560150146484,88,6662,66,Navy Pier,32620,True,22224272,66 -808,
1972,20220720 20:29,41.89234833333333,-87.60989666666667,177,6662,66,Navy Pier,47887,False,22224276,66 -815,
8124,20220720 20:29,41.89678955078125,-87.62416667938233,268,6665,66,Austin,5831,False,22224251,66 -814,
1934,20220720 20:29,41.89659118652344,-87.63489423479352,268,6665,66,Austin,8785,False,88355182,66 -809,
1917,20220720 20:29,41.896541595458984,-87.6389177762545,270,6665,66,Austin,9925,False,22224250,SN  -854,
1986,20220720 20:29,41.89513397216797,-87.73415660858154,88,6982,66,Pulaski,11081,False,88355221,SN  -852,
1972,20220720 20:31,41.89217910766602,-87.60999603271485,234,4357,66,Pulaski,103,False,88355189,66 -817,
2021,20220720 20:31,41.8954963684082,-87.70959278028839,90,6662,66,Navy Pier,17883,False,88355179,SN  -859,
4078,20220720 20:31,41.89561443641538,-87.69716831895171,91,6662,66,Navy Pier,21286,False,22224280,66 -804,
1951,20220720 20:31,41.896270751953125,-87.65560150146484,88,6662,66,Navy Pier,32620,True,22224272,66 -808,
8191,20220720 20:31,41.8963098526001,-87.6511438369751,88,6662,66,Navy Pier,33878,False,22224278,SN  -858,
8124,20220720 20:31,41.896733093261716,-87.62799072265625,270,6665,66,Austin,6869,False,22224251,66 -814,
1934,20220720 20:31,41.89657821655273,-87.63681488037109,270,6665,66,Austin,9373,False,88355182,66 -809,
1917,20220720 20:31,41.896583557128906,-87.64266967773438,267,6665,66,Austin,11044,False,22224250,SN  -854,
1986,20220720 20:31,41.895325,-87.72636333333334,76,6982,66,Pulaski,13198,False,88355221,SN  -852,
1972,20220720 20:33,41.89186382293701,-87.61827850341797,269,4357,66,Pulaski,2455,False,88355189,66 -817,
2021,20220720 20:33,41.89556121826172,-87.70322227478027,91,6662,66,Navy Pier,19615,False,88355179,SN  -859,
4078,20220720 20:33,41.895710816254486,-87.69113437549488,90,6662,66,Navy Pier,22919,False,22224280,66 -804,
1951,20220720 20:33,41.896270751953125,-87.65560150146484,88,6662,66,Navy Pier,32620,True,22224272,66 -808,
8191,20220720 20:33,41.896461361744365,-87.64295559242123,88,6662,66,Navy Pier,36136,False,22224278,SN  -858,
8124,20220720 20:33,41.89667081832886,-87.6321611404419,260,6665,66,Austin,8001,False,22224251,66 -814,
1934,20220720 20:33,41.896480560302734,-87.64275888296274,260,6665,66,Austin,11107,False,88355182,66 -809,
1917,20220720 20:33,41.89638900756836,-87.64832501533704,261,6665,66,Austin,12767,False,22224250,SN  -854,
1972,20220720 20:35,41.89434127807617,-87.62025184631348,343,4357,66,Pulaski,3875,False,88355189,66 -817,
2021,20220720 20:35,41.89563531586618,-87.69743647719875,87,6662,66,Navy Pier,21211,False,88355179,SN  -859,
4078,20220720 20:35,41.89571497990535,-87.68685521834936,89,6662,66,Navy Pier,24098,False,22224280,66 -804,
8191,20220720 20:35,41.8964958190918,-87.63684215545655,88,6662,66,Navy Pier,37819,False,22224278,SN  -858,
8124,20220720 20:35,41.896613702541444,-87.63555145263672,264,6665,66,Austin,9013,False,22224251,66 -814,
1934,20220720 20:35,41.896339416503906,-87.65051829814911,269,6665,66,Austin,13398,False,88355182,66 -809,
1917,20220720 20:35,41.896331787109375,-87.65510559082031,268,6665,66,Austin,14630,False,22224250,SN  -854,
1972,20220720 20:37,41.89678021481163,-87.6212561757941,266,4357,66,Pulaski,5045,False,88355189,66 -817,
2021,20220720 20:37,41.89570304995677,-87.69137835893474,88,6662,66,Navy Pier,22864,False,88355179,SN  -859,
4078,20220720 20:37,41.895912170410156,-87.67777442932129,91,6662,66,Navy Pier,26563,False,22224280,66 -804,
8191,20220720 20:37,41.89655685424805,-87.63292694091797,89,6662,66,Navy Pier,38846,False,22224278,SN  -858,
8124,20220720 20:37,41.89652166695431,-87.64002267245588,264,6665,66,Austin,10302,False,22224251,66 -814,
1934,20220720 20:37,41.89630449735201,-87.6574610196627,269,6665,66,Austin,15298,False,88355182,66 -809,
1917,20220720 20:37,41.89627779447115,-87.65965799184946,272,6665,66,Austin,15907,False,22224250,SN  -854,
1972,20220720 20:39,41.8967472076416,-87.62721252441406,267,4357,66,Pulaski,6657,False,88355189,66 -817,
2021,20220720 20:39,41.89575870701524,-87.68460658339204,89,6662,66,Navy Pier,24695,False,88355179,SN  -859,
4078,20220720 20:39,41.896002230436906,-87.67184448242188,76,6662,66,Navy Pier,28177,False,22224280,66 -804,
8191,20220720 20:39,41.89664659500122,-87.6276704788208,88,6662,66,Navy Pier,40314,False,22224278,SN  -858,
8124,20220720 20:39,41.89643859863281,-87.64575529098511,270,6665,66,Austin,11962,False,22224251,66 -814,
1917,20220720 20:39,41.8961181640625,-87.66486549377441,266,6665,66,Austin,17310,False,22224250,SN  -854,
1934,20220720 20:39,41.8961181640625,-87.66486549377441,267,6665,66,Austin,17310,False,88355182,66 -809,
