vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,tablockid,zone
8036,20220720 17:32,41.95436262047809,-87.66285705566406,87,582,9,Irving Park,95175,False,10001971,9 -605,
8077,20220720 17:33,41.86602183750698,-87.66647338867188,178,9375,9,104th/Vincennes,35769,False,10001977,N9  -697,
8088,20220720 17:33,41.85385971069336,-87.66609191894531,178,9375,9,104th/Vincennes,40300,False,10001995,9 -618,
1497,20220720 17:33,41.779018783569335,-87.66428298950196,182,9375,9,104th/Vincennes,67048,False,10001994,9 -619,
1463,20220720 17:32,41.72167625427246,-87.66280364990234,178,9375,9,104th/Vincennes,89467,False,10002006,9 -601,
1486,20220720 17:33,41.705465,-87.65658,197,9375,9,104th/Vincennes,95776,True,10004079,9 -615,
8048,20220720 17:35,41.81582260131836,-87.66495513916016,0,582,9,Irving Park,42022,False,10001966,9 -611,
8046,20220720 17:35,41.88172929427203,-87.66669542649213,355,582,9,Irving Park,66914,False,10001968,9 -651,
8057,20220720 17:35,41.92465744018555,-87.66802577972412,358,582,9,Irving Park,82605,False,10001970,9 -607,
8036,20220720 17:34,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,False,10001971,9 -605,
8077,20220720 17:35,41.86144880814986,-87.66629791259766,175,9375,9,104th/Vincennes,37539,False,10001977,N9  -697,
8088,20220720 17:35,41.852508544921875,-87.66609191894531,180,9375,9,104th/Vincennes,40829,False,10001995,9 -618,
1497,20220720 17:35,41.77183151245117,-87.66411781311035,177,9375,9,104th/Vincennes,71171,False,10001994,9 -619,
1463,20220720 17:35,41.7182241167341,-87.66182844979423,158,9375,9,104th/Vincennes,90823,False,10002006,9 -601,
1486,20220720 17:35,41.705465,-87.65658,197,9375,9,104th/Vincennes,95776,True,10004079,9 -615,
1575,20220720 17:36,41.76179885864258,-87.66361999511719,359,582,9,Irving Park,22185,False,10001965,9 -654,
8048,20220720 17:36,41.82061207294464,-87.66506958007812,359,582,9,Irving Park,43783,False,10001966,9 -611,
8046,20220720 17:37,41.88483041875503,-87.66678338892319,359,582,9,Irving Park,68036,False,10001968,9 -651,
8057,20220720 17:36,41.92513674781436,-87.66804504394531,0,582,9,Irving Park,82786,False,10001970,9 -607,
8036,20220720 17:36,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,False,10001971,9 -605,
8077,20220720 17:36,41.85808403708718,-87.66615267666903,181,9375,9,104th/Vincennes,38795,False,10001977,N9  -697,
8088,20220720 17:36,41.84293975830078,-87.66594696044922,180,9375,9,104th/Vincennes,44328,False,10001995,9 -618,
1497,20220720 17:35,41.77183151245117,-87.66411781311035,177,9375,9,104th/Vincennes,71171,False,10001994,9 -619,
1463,20220720 17:37,41.70774184006911,-87.65648240309496,159,9375,9,104th/Vincennes,94932,False,10002006,9 -601,
1486,20220720 17:37,41.7050895690918,-87.6567153930664,197,9375,9,104th/Vincennes,95868,False,10004079,9 -615,
1575,20220720 17:38,41.768574981689454,-87.66381072998047,1,582,9,Irving Park,24668,False,10001965,9 -654,
8048,20220720 17:39,41.83096513748169,-87.66548919677734,359,582,9,Irving Park,47544,False,10001966,9 -611,
8046,20220720 17:39,41.891401646500924,-87.6670150756836,351,582,9,Irving Park,70421,False,10001968,9 -651,
8057,20220720 17:38,41.9289026260376,-87.66818809509277,358,582,9,Irving Park,84134,False,10001970,9 -607,
8036,20220720 17:38,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,False,10001971,9 -605,
8077,20220720 17:39,41.85585043165419,-87.66615295410156,178,9375,9,104th/Vincennes,39629,False,10001977,N9  -697,
8088,20220720 17:38,41.8390261332194,-87.6658280690511,174,9375,9,104th/Vincennes,45763,False,10001995,9 -618,
1497,20220720 17:35,41.77183151245117,-87.66411781311035,177,9375,9,104th/Vincennes,71171,False,10001994,9 -619,
1468,20220720 17:39,41.75621509552002,-87.6636734008789,176,9375,9,104th/Vincennes,76870,False,10001993,9 -617,
1463,20220720 17:39,41.70743656158447,-87.65635657310486,160,9375,9,104th/Vincennes,95035,False,10002006,9 -601,
1486,20220720 17:39,41.7050895690918,-87.6567153930664,197,9375,9,104th/Vincennes,95868,False,10004079,9 -615,
1575,20220720 17:41,41.775345529828755,-87.6640396118164,359,582,9,Irving Park,27168,False,10001965,9 -654,
8048,20220720 17:40,41.83768844604492,-87.66561126708984,359,582,9,Irving Park,49995,False,10001966,9 -611,
8046,20220720 17:41,41.894691467285156,-87.6671667098999,359,582,9,Irving Park,71613,False,10001968,9 -651,
8057,20220720 17:40,41.938014602661134,-87.66851043701172,357,582,9,Irving Park,87494,False,10001970,9 -607,
8036,20220720 17:41,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,False,10001971,9 -605,
8013,20220720 17:41,41.72100830078125,-87.66261291503906,339,3637,9,74th,378,False,10002367,X9  -656,
8077,20220720 17:41,41.852627182006835,-87.66615028381348,178,9375,9,104th/Vincennes,40771,False,10001977,N9  -697,
8088,20220720 17:40,41.8391482035319,-87.6651874118381,234,9375,9,104th/Vincennes,46427,False,10001995,9 -618,
1497,20220720 17:39,41.756267642974855,-87.6636734008789,182,9375,9,104th/Vincennes,71171,False,10001994,9 -619,
1468,20220720 17:41,41.75056838989258,-87.66354370117188,174,9375,9,104th/Vincennes,78931,False,10001993,9 -617,
1463,20220720 17:41,41.70550965426261,-87.65661353395696,196,9375,9,104th/Vincennes,95763,False,10002006,9 -601,
1486,20220720 17:41,41.7050895690918,-87.6567153930664,197,9375,9,104th/Vincennes,95868,False,10004079,9 -615,
1486,20220720 17:42,41.7050895690918,-87.6567153930664,197,582,9,Irving Park,54,False,10001963,9 -615,
1575,20220720 17:43,41.78039283752442,-87.66415176391601,3,582,9,Irving Park,29045,False,10001965,9 -654,
8048,20220720 17:42,41.839023771740145,-87.66552262079148,234,582,9,Irving Park,51087,False,10001966,9 -611,
8046,20220720 17:43,41.896494843239005,-87.66714903365734,349,582,9,Irving Park,72271,False,10001968,9 -651,
8057,20220720 17:43,41.939288892244036,-87.66851886950042,359,582,9,Irving Park,87962,False,10001970,9 -607,
8036,20220720 17:43,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,True,10001971,9 -605,
8013,20220720 17:43,41.72427798855689,-87.6627197265625,339,3637,9,74th,1590,False,10002367,X9  -656,
8077,20220720 17:43,41.84730949401855,-87.66600799560547,173,9375,9,104th/Vincennes,42734,False,10001977,N9  -697,
8088,20220720 17:42,41.83908173532197,-87.66536874482127,234,9375,9,104th/Vincennes,46501,False,10001995,9 -618,
1468,20220720 17:42,41.74717896560143,-87.6633924286941,181,9375,9,104th/Vincennes,80199,False,10001993,9 -617,
1497,20220720 17:43,41.74668727508963,-87.66341473305062,178,9375,9,104th/Vincennes,80384,False,10001994,9 -619,
1463,20220720 17:43,41.70550965426261,-87.65661353395696,196,9375,9,104th/Vincennes,95763,False,10002006,9 -601,
1486,20220720 17:45,41.70503817106548,-87.65686316239207,251,582,9,Irving Park,99,False,10001963,9 -615,
1575,20220720 17:44,41.79048538208008,-87.66440963745117,358,582,9,Irving Park,32739,False,10001965,9 -654,
8048,20220720 17:45,41.840261459350586,-87.66572570800781,0,582,9,Irving Park,51566,False,10001966,9 -611,
8224,20220720 17:44,41.872459411621094,-87.66637420654297,358,582,9,Irving Park,63471,False,10001967,9 -653,
8046,20220720 17:45,41.89998245239258,-87.66735076904297,349,582,9,Irving Park,73565,False,10001968,9 -651,
8057,20220720 17:44,41.94117139733356,-87.66861791196077,358,582,9,Irving Park,88650,False,10001970,9 -607,
8036,20220720 17:45,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,True,10001971,9 -605,
8013,20220720 17:44,41.732065200805664,-87.66288375854492,359,3637,9,74th,4407,False,10002367,X9  -656,
8077,20220720 17:45,41.83901297527811,-87.66582057787025,171,9375,9,104th/Vincennes,45757,False,10001977,N9  -697,
8088,20220720 17:44,41.83813749040876,-87.66585054502383,177,9375,9,104th/Vincennes,46898,False,10001995,9 -618,
1497,20220720 17:44,41.74299745559692,-87.6633378982544,175,9375,9,104th/Vincennes,81684,False,10001994,9 -619,
1468,20220720 17:45,41.73934869766235,-87.66324787139892,174,9375,9,104th/Vincennes,83021,False,10001993,9 -617,
1463,20220720 17:45,41.70550965426261,-87.65661353395696,196,9375,9,104th/Vincennes,95763,False,10002006,9 -601,
1486,20220720 17:47,41.71080701104526,-87.65798818654028,339,582,9,Irving Park,3262,False,10001963,9 -615,
1575,20220720 17:47,41.79949474334717,-87.66463470458984,359,582,9,Irving Park,36022,False,10001965,9 -654,
8048,20220720 17:46,41.85242328643799,-87.66593170166016,0,582,9,Irving Park,56067,False,10001966,9 -611,
8224,20220720 17:44,41.872459411621094,-87.66637420654297,358,582,9,Irving Park,63471,False,10001967,9 -653,
8046,20220720 17:47,41.90343265533447,-87.66741180419922,358,582,9,Irving Park,74812,False,10001968,9 -651,
8057,20220720 17:46,41.94738233411634,-87.6687663310283,358,582,9,Irving Park,90916,False,10001970,9 -607,
8036,20220720 17:47,41.95587106960923,-87.66317612377566,336,582,9,Irving Park,96001,True,10001971,9 -605,
8223,20220720 17:47,41.72100830078125,-87.66261291503906,357,3637,9,74th,378,False,10002377,X9  -659,
8013,20220720 17:46,41.73992411295573,-87.66309611002605,357,3637,9,74th,7280,False,10002367,X9  -656,
8077,20220720 17:47,41.838995731238164,-87.66542423132694,234,9375,9,104th/Vincennes,46536,False,10001977,N9  -697,
8088,20220720 17:47,41.831089401245116,-87.66567993164062,180,9375,9,104th/Vincennes,49456,False,10001995,9 -618,
1497,20220720 17:47,41.73603211679766,-87.66317416775611,181,9375,9,104th/Vincennes,84269,False,10001994,9 -619,
1468,20220720 17:47,41.728369903564456,-87.6629409790039,179,9375,9,104th/Vincennes,87047,False,10001993,9 -617,
1463,20220720 17:47,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:49,41.71607971191406,-87.66063096788194,339,582,9,Irving Park,5358,False,10001963,9 -615,
1575,20220720 17:48,41.80545510186089,-87.66480255126953,359,582,9,Irving Park,38215,False,10001965,9 -654,
8048,20220720 17:48,41.85580921173096,-87.66609191894531,358,582,9,Irving Park,57345,False,10001966,9 -611,
8224,20220720 17:44,41.872459411621094,-87.66637420654297,358,582,9,Irving Park,63471,False,10001967,9 -653,
8046,20220720 17:48,41.90685882568359,-87.66751098632812,1,582,9,Irving Park,76034,False,10001968,9 -651,
8057,20220720 17:48,41.953619956970215,-87.6689453125,359,582,9,Irving Park,93198,False,10001970,9 -607,
8036,20220720 17:49,41.956781666666664,-87.66366833333333,338,582,9,Irving Park,96217,False,10001971,9 -605,
8223,20220720 17:49,41.72915034823947,-87.66278839111328,358,3637,9,74th,3343,False,10002377,X9  -659,
8077,20220720 17:49,41.83108673095703,-87.66567993164062,181,9375,9,104th/Vincennes,49457,False,10001977,N9  -697,
8088,20220720 17:49,41.82373723983765,-87.66554260253906,178,9375,9,104th/Vincennes,52139,False,10001995,9 -618,
1497,20220720 17:47,41.73267161846161,-87.6630859375,178,9375,9,104th/Vincennes,85475,False,10001994,9 -619,
1468,20220720 17:48,41.721163749694824,-87.66279602050781,176,9375,9,104th/Vincennes,89675,False,10001993,9 -617,
1463,20220720 17:49,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:51,41.723018288612366,-87.66265869140625,358,582,9,Irving Park,7993,False,10001963,9 -615,
1575,20220720 17:51,41.80994011039164,-87.66493031516003,0,582,9,Irving Park,39860,False,10001965,9 -654,
8048,20220720 17:50,41.86146278381348,-87.66617374420166,2,582,9,Irving Park,59405,False,10001966,9 -611,
8224,20220720 17:44,41.872459411621094,-87.66637420654297,358,582,9,Irving Park,63471,False,10001967,9 -653,
8046,20220720 17:51,41.911164093017575,-87.66761932373046,353,582,9,Irving Park,77638,False,10001968,9 -651,
8057,20220720 17:51,41.9541875905004,-87.66898003939924,78,582,9,Irving Park,93411,False,10001970,9 -607,
8036,20220720 17:51,41.956781666666664,-87.66366833333333,338,582,9,Irving Park,96217,False,10001971,9 -605,
8223,20220720 17:50,41.7356801714216,-87.66297149658203,359,3637,9,74th,5728,False,10002377,X9  -659,
8077,20220720 17:50,41.82342557907104,-87.66552867889405,179,9375,9,104th/Vincennes,52254,False,10001977,N9  -697,
8088,20220720 17:51,41.817713214505105,-87.66525047056136,179,9375,9,104th/Vincennes,54360,False,10001995,9 -618,
1497,20220720 17:51,41.71824509756906,-87.66184084756034,158,9375,9,104th/Vincennes,90815,False,10001994,9 -619,
1468,20220720 17:51,41.71358509063721,-87.65950756072998,162,9375,9,104th/Vincennes,92603,False,10001993,9 -617,
1463,20220720 17:51,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:53,41.73095779418945,-87.66284942626953,359,582,9,Irving Park,10883,False,10001963,9 -615,
1575,20220720 17:53,41.81582042149135,-87.66495840890067,358,582,9,Irving Park,42021,False,10001965,9 -654,
8048,20220720 17:53,41.86679264415394,-87.66620094992898,358,582,9,Irving Park,61390,False,10001966,9 -611,
8224,20220720 17:53,41.892831325531006,-87.66706085205078,356,582,9,Irving Park,63471,False,10001967,9 -653,
8046,20220720 17:53,41.91589036706376,-87.66770328887522,355,582,9,Irving Park,79388,False,10001968,9 -651,
8057,20220720 17:52,41.95436477661133,-87.66259002685547,88,582,9,Irving Park,95248,False,10001970,9 -607,
8036,20220720 17:53,41.956781666666664,-87.66366833333333,338,582,9,Irving Park,96217,False,10001971,9 -605,
8223,20220720 17:52,41.7452314376831,-87.6632080078125,355,3637,9,74th,9217,False,10002377,X9  -659,
8077,20220720 17:53,41.81580238342285,-87.66522979736328,178,9375,9,104th/Vincennes,55039,False,10001977,N9  -697,
8088,20220720 17:53,41.81047821044922,-87.665093343766,179,9375,9,104th/Vincennes,57029,False,10001995,9 -618,
1497,20220720 17:53,41.71183433532715,-87.65860061645508,159,9375,9,104th/Vincennes,93287,False,10001994,9 -619,
1468,20220720 17:53,41.707182077261116,-87.6562276986929,162,9375,9,104th/Vincennes,95139,False,10001993,9 -617,
1463,20220720 17:53,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:55,41.73739223480224,-87.66301727294922,358,582,9,Irving Park,13233,False,10001963,9 -615,
1575,20220720 17:55,41.82373132705688,-87.66531372070312,357,582,9,Irving Park,44902,False,10001965,9 -654,
8048,20220720 17:55,41.873650789260864,-87.66642117500305,359,582,9,Irving Park,63886,False,10001966,9 -611,
8224,20220720 17:54,41.89328384399414,-87.66710662841797,357,582,9,Irving Park,71106,False,10001967,9 -653,
8046,20220720 17:54,41.91792182922363,-87.66786270141601,347,582,9,Irving Park,80126,False,10001968,9 -651,
8057,20220720 17:54,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,False,10001970,9 -607,
8036,20220720 17:55,41.956795,-87.66367833333334,338,582,9,Irving Park,96217,False,10001971,9 -605,
8223,20220720 17:55,41.75069227218628,-87.66335353851318,357,3637,9,74th,11189,False,10002377,X9  -659,
8077,20220720 17:55,41.80845387776693,-87.66502380371094,177,9375,9,104th/Vincennes,57734,False,10001977,N9  -697,
8088,20220720 17:55,41.806514739990234,-87.66497802734375,180,9375,9,104th/Vincennes,58387,False,10001995,9 -618,
1497,20220720 17:53,41.71183433532715,-87.65860061645508,159,9375,9,104th/Vincennes,93287,False,10001994,9 -619,
1468,20220720 17:54,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,False,10001993,9 -617,
1463,20220720 17:55,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:57,41.74315710067749,-87.66314754486083,2,582,9,Irving Park,15341,False,10001963,9 -615,
1575,20220720 17:57,41.83220024108887,-87.66552734375,359,582,9,Irving Park,47994,False,10001965,9 -654,
8048,20220720 17:57,41.874864196777345,-87.66654968261719,3,582,9,Irving Park,64362,False,10001966,9 -611,
8224,20220720 17:54,41.89328384399414,-87.66710662841797,357,582,9,Irving Park,71106,False,10001967,9 -653,
8046,20220720 17:57,41.92099440097809,-87.6684558391571,350,582,9,Irving Park,81258,False,10001968,9 -651,
8057,20220720 17:56,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,False,10001970,9 -607,
8088,20220720 17:56,41.801828384399414,-87.66490173339844,181,9375,9,104th/Vincennes,60136,False,10001995,9 -618,
8077,20220720 17:57,41.80182037353516,-87.66490173339844,180,9375,9,104th/Vincennes,60139,False,10001977,N9  -697,
1497,20220720 17:53,41.71183433532715,-87.65860061645508,159,9375,9,104th/Vincennes,93287,False,10001994,9 -619,
1468,20220720 17:56,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,False,10001993,9 -617,
1463,20220720 17:57,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 17:59,41.74861431121826,-87.66329765319824,359,582,9,Irving Park,17339,False,10001963,9 -615,
1575,20220720 17:59,41.83895374166554,-87.66482728103111,0,582,9,Irving Park,50903,False,10001965,9 -654,
8048,20220720 17:59,41.87868088942308,-87.66656494140625,359,582,9,Irving Park,65800,False,10001966,9 -611,
8224,20220720 17:54,41.89328384399414,-87.66710662841797,357,582,9,Irving Park,71106,False,10001967,9 -653,
8046,20220720 17:59,41.923390579223636,-87.66816024780273,8,582,9,Irving Park,82144,False,10001968,9 -651,
8057,20220720 17:59,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,False,10001970,9 -607,
8077,20220720 17:58,41.79723863601684,-87.6647720336914,177,9375,9,104th/Vincennes,61809,False,10001977,N9  -697,
8088,20220720 17:59,41.79516725540161,-87.66468048095703,180,9375,9,104th/Vincennes,62575,False,10001995,9 -618,
1497,20220720 17:53,41.71183433532715,-87.65860061645508,159,9375,9,104th/Vincennes,93287,False,10001994,9 -619,
1468,20220720 17:59,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,False,10001993,9 -617,
1463,20220720 17:59,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 18:01,41.75078830718994,-87.66335945129394,7,582,9,Irving Park,18134,False,10001963,9 -615,
1575,20220720 18:01,41.83905792236328,-87.66531372070312,258,582,9,Irving Park,51027,False,10001965,9 -654,
8048,20220720 18:01,41.88078431349534,-87.66664745624249,0,582,9,Irving Park,66566,False,10001966,9 -611,
8224,20220720 18:00,41.90399646759033,-87.6674222946167,359,582,9,Irving Park,75026,False,10001967,9 -653,
8046,20220720 18:01,41.931526530872695,-87.66828155517578,358,582,9,Irving Park,85106,False,10001968,9 -651,
8057,20220720 18:00,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,False,10001970,9 -607,
8036,20220720 18:01,41.94802747453962,-87.6689453125,178,1600,9,95th,5272,False,10001982,9 -605,
8088,20220720 18:01,41.793591209079906,-87.66468048095703,181,9375,9,104th/Vincennes,63151,False,10001995,9 -618,
8077,20220720 18:00,41.78690719604492,-87.664306640625,179,9375,9,104th/Vincennes,65602,False,10001977,N9  -697,
1497,20220720 18:01,41.70589273626154,-87.65644975142045,196,9375,9,104th/Vincennes,95628,False,10001994,9 -619,
1468,20220720 18:00,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,False,10001993,9 -617,
1463,20220720 18:01,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 18:03,41.75531581531872,-87.66352844238281,358,582,9,Irving Park,19823,False,10001963,9 -615,
1575,20220720 18:03,41.83905792236328,-87.66531372070312,258,582,9,Irving Park,51027,False,10001965,9 -654,
8048,20220720 18:03,41.884646247414985,-87.66677587172565,358,582,9,Irving Park,67970,False,10001966,9 -611,
8224,20220720 18:02,41.90748977661133,-87.66752624511719,357,582,9,Irving Park,76286,False,10001967,9 -653,
8046,20220720 18:03,41.93620367050171,-87.6684413909912,354,582,9,Irving Park,86811,False,10001968,9 -651,
8057,20220720 18:03,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,True,10001970,9 -607,
8036,20220720 18:03,41.94379915509905,-87.66876983642578,181,1600,9,95th,6809,False,10001982,9 -605,
8088,20220720 18:03,41.78714218139648,-87.66451416015624,180,9375,9,104th/Vincennes,65502,False,10001995,9 -618,
8077,20220720 18:02,41.78242673873901,-87.66437530517578,178,9375,9,104th/Vincennes,67305,False,10001977,N9  -697,
1497,20220720 18:03,41.70589273626154,-87.65644975142045,196,9375,9,104th/Vincennes,95628,False,10001994,9 -619,
1468,20220720 18:03,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,True,10001993,9 -617,
1463,20220720 18:03,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 18:05,41.7589729309082,-87.66354370117188,0,582,9,Irving Park,21121,False,10001963,9 -615,
1575,20220720 18:04,41.8402042388916,-87.66572570800781,359,582,9,Irving Park,51545,False,10001965,9 -654,
8048,20220720 18:04,41.88780689239502,-87.66695213317871,357,582,9,Irving Park,69106,False,10001966,9 -611,
8224,20220720 18:05,41.91202735900879,-87.66765117645264,359,582,9,Irving Park,77959,False,10001967,9 -653,
8046,20220720 18:04,41.93751230239868,-87.66849155426026,358,582,9,Irving Park,87311,False,10001968,9 -651,
8057,20220720 18:04,41.95607643127441,-87.66329975128174,336,582,9,Irving Park,96083,True,10001970,9 -607,
8036,20220720 18:05,41.94251616795858,-87.66874392827351,172,1600,9,95th,7320,False,10001982,9 -605,
8088,20220720 18:05,41.77942867279053,-87.66429138183594,181,9375,9,104th/Vincennes,68372,False,10001995,9 -618,
8077,20220720 18:04,41.77641258239746,-87.66423034667969,179,9375,9,104th/Vincennes,69500,False,10001977,N9  -697,
1497,20220720 18:05,41.70589273626154,-87.65644975142045,196,9375,9,104th/Vincennes,95628,False,10001994,9 -619,
1468,20220720 18:05,41.7055195590906,-87.65660925078811,198,9375,9,104th/Vincennes,95760,True,10001993,9 -617,
1463,20220720 18:05,41.70530333333333,-87.656645,195,9375,9,104th/Vincennes,95841,False,10002006,9 -601,
1486,20220720 18:07,41.76487250694862,-87.6636962890625,357,582,9,Irving Park,23295,False,10001963,9 -615,
1575,20220720 18:06,41.8506254196167,-87.66592407226562,359,582,9,Irving Park,55411,False,10001965,9 -654,
8048,20220720 18:07,41.89402198791504,-87.66714477539062,358,582,9,Irving Park,71376,False,10001966,9 -611,
