vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,tablockid,zone
8093,20220720 19:41,41.720578333333336,-87.663055,202,4658,X9,95th,91302,False,10002346,9 -655,
8225,20220720 19:41,41.94656313382662,-87.66890613849347,177,15955,X9,74th,7751,False,10001807,X9  -655,
8094,20220720 19:41,41.925154587318154,-87.6682699795427,178,15955,X9,74th,15555,False,10001806,X9  -654,
8040,20220720 19:41,41.891116978571965,-87.66715240478516,180,15955,X9,74th,28093,False,10002430,X9  -653,
8074,20220720 19:41,41.86884689331055,-87.66653537750244,178,15955,X9,74th,36234,False,10001805,N9  -696,
8043,20220720 19:41,41.79293793898363,-87.66466991717999,179,15955,X9,74th,64872,False,10001802,9 -608,
8095,20220720 19:41,41.79026017365632,-87.66460531729238,178,15955,X9,74th,65835,False,10001803,9 -609,
8093,20220720 19:43,41.720578333333336,-87.663055,202,4658,X9,95th,91302,False,10002346,9 -655,
8225,20220720 19:43,41.94157082693918,-87.66873168945312,178,15955,X9,74th,9555,False,10001807,X9  -655,
8094,20220720 19:43,41.91990576217424,-87.66846113062617,172,15955,X9,74th,17502,False,10001806,X9  -654,
8040,20220720 19:43,41.885281154087615,-87.6670951064752,174,15955,X9,74th,30194,False,10002430,X9  -653,
8074,20220720 19:43,41.86701529366629,-87.6664810180664,180,15955,X9,74th,36936,False,10001805,N9  -696,
8095,20220720 19:43,41.786773415498956,-87.66431586686954,176,15955,X9,74th,67109,False,10001803,9 -609,
8043,20220720 19:43,41.78008288145065,-87.66436004638672,179,15955,X9,74th,69608,False,10001802,9 -608,
8093,20220720 19:45,41.720481872558594,-87.6629409790039,202,4658,X9,95th,91302,False,10002346,9 -655,
8225,20220720 19:45,41.94031297987786,-87.668728482896,179,15955,X9,74th,10018,False,10001807,X9  -655,
8094,20220720 19:45,41.9132810320173,-87.66783142089844,179,15955,X9,74th,19943,False,10001806,X9  -654,
8040,20220720 19:45,41.880697973843276,-87.66685485839844,178,15955,X9,74th,31900,False,10002430,X9  -653,
8074,20220720 19:45,41.85752321326214,-87.6661376953125,180,15955,X9,74th,40455,False,10001805,N9  -696,
8095,20220720 19:45,41.778849772917916,-87.66422369541266,172,15955,X9,74th,70042,False,10001803,9 -609,
8043,20220720 19:45,41.774624300003055,-87.66405487060547,179,15955,X9,74th,71612,False,10001802,9 -608,
8093,20220720 19:47,41.720481872558594,-87.6629409790039,202,4658,X9,95th,91302,False,10002346,9 -655,
8225,20220720 19:47,41.93185997009277,-87.66847038269043,176,15955,X9,74th,13107,False,10001807,X9  -655,
8094,20220720 19:47,41.91066284179688,-87.66779937744141,177,15955,X9,74th,20866,False,10001806,X9  -654,
8040,20220720 19:47,41.87490746913812,-87.6667251586914,179,15955,X9,74th,34023,False,10002430,X9  -653,
8074,20220720 19:47,41.85237693786621,-87.66610717773438,182,15955,X9,74th,42374,False,10001805,N9  -696,
8095,20220720 19:47,41.76870585850307,-87.66392517089844,177,15955,X9,74th,73747,False,10001803,9 -609,
8043,20220720 19:47,41.76431495264957,-87.66380310058594,177,15955,X9,74th,75357,False,10001802,9 -608,
8093,20220720 19:49,41.720481872558594,-87.6629409790039,202,4658,X9,95th,91302,False,10002346,9 -655,
8225,20220720 19:49,41.92549921254643,-87.66828155517578,178,15955,X9,74th,15441,False,10001807,X9  -655,
8094,20220720 19:49,41.90389853257399,-87.66761779785156,181,15955,X9,74th,23373,False,10001806,X9  -654,
8040,20220720 19:49,41.86333152896068,-87.66629403536437,179,15955,X9,74th,38298,False,10002430,X9  -653,
8074,20220720 19:49,41.83941868373326,-87.6659164428711,179,15955,X9,74th,47096,False,10001805,N9  -696,
8095,20220720 19:49,41.76473714655096,-87.66383361816406,179,15955,X9,74th,75198,False,10001803,9 -609,
8225,20220720 19:51,41.919088758271315,-87.6683428534146,172,15955,X9,74th,17796,False,10001807,X9  -655,
8094,20220720 19:51,41.89996543297401,-87.66747283935547,179,15955,X9,74th,24827,False,10001806,X9  -654,
8040,20220720 19:51,41.857484402863875,-87.6661376953125,179,15955,X9,74th,40469,False,10002430,X9  -653,
8074,20220720 19:51,41.8390007019043,-87.6655033656529,240,15955,X9,74th,47962,False,10001805,N9  -696,
8225,20220720 19:53,41.91271675957574,-87.66781446668837,179,15955,X9,74th,20117,False,10001807,X9  -655,
8094,20220720 19:53,41.89550689171101,-87.6674181181809,174,15955,X9,74th,26465,False,10001806,X9  -654,
8040,20220720 19:53,41.85160834572532,-87.66615295410156,181,15955,X9,74th,42633,False,10002430,X9  -653,
8074,20220720 19:53,41.8390007019043,-87.6655033656529,240,15955,X9,74th,47962,False,10001805,N9  -696,
8225,20220720 19:55,41.903868161714996,-87.66761779785156,180,15955,X9,74th,23384,False,10001807,X9  -655,
8094,20220720 19:55,41.88774631206806,-87.66712681696966,180,15955,X9,74th,29316,False,10001806,X9  -654,
8040,20220720 19:55,41.842110720547765,-87.66593170166016,179,15955,X9,74th,46078,False,10002430,X9  -653,
8074,20220720 19:55,41.83895473480224,-87.66558876037598,222,15955,X9,74th,47986,False,10001805,N9  -696,
8225,20220720 19:57,41.896204343983825,-87.66738687434666,181,15955,X9,74th,26186,False,10001807,X9  -655,
8094,20220720 19:57,41.88526480538504,-87.66709417226363,173,15955,X9,74th,30200,False,10001806,X9  -654,
8040,20220720 19:57,41.838970470428464,-87.66555728912354,111,15955,X9,74th,47976,False,10002430,X9  -653,
8074,20220720 19:57,41.83235206604004,-87.66568756103516,179,15955,X9,74th,50425,False,10001805,N9  -696,
8225,20220720 19:59,41.891119736891525,-87.66715240478516,177,15955,X9,74th,28092,False,10001807,X9  -655,
8094,20220720 19:59,41.88082583197232,-87.66685485839844,178,15955,X9,74th,31853,False,10001806,X9  -654,
8040,20220720 19:59,41.82890033721924,-87.66563415527344,180,15955,X9,74th,51691,False,10002430,X9  -653,
8074,20220720 19:59,41.823325634002686,-87.66543865203857,179,15955,X9,74th,53726,False,10001805,N9  -696,
8225,20220720 20:01,41.881059866685135,-87.66685485839844,177,15955,X9,74th,31774,False,10001807,X9  -655,
8094,20220720 20:01,41.87675233871218,-87.66678619384766,179,15955,X9,74th,33328,False,10001806,X9  -654,
8040,20220720 20:01,41.82135276794433,-87.66535205841065,180,15955,X9,74th,54446,False,10002430,X9  -653,
8074,20220720 20:01,41.81632194519043,-87.66525268554688,179,15955,X9,74th,56288,False,10001805,N9  -696,
8225,20220720 20:03,41.87629318237305,-87.6667709350586,178,15955,X9,74th,33502,False,10001807,X9  -655,
8094,20220720 20:03,41.87317452914473,-87.66664809074955,178,15955,X9,74th,34655,False,10001806,X9  -654,
8040,20220720 20:03,41.812211990356445,-87.6651382446289,179,15955,X9,74th,57789,False,10002430,X9  -653,
8074,20220720 20:03,41.808795697761305,-87.66506518739642,178,15955,X9,74th,59065,False,10001805,N9  -696,
8225,20220720 20:05,41.86700439453125,-87.6664810180664,179,15955,X9,74th,36940,False,10001807,X9  -655,
8094,20220720 20:05,41.86697006225586,-87.6664810180664,181,15955,X9,74th,36952,False,10001806,X9  -654,
8040,20220720 20:05,41.80215863214023,-87.66490173339844,179,15955,X9,74th,61498,False,10002430,X9  -653,
8074,20220720 20:05,41.801387786865234,-87.66488647460938,181,15955,X9,74th,61782,False,10001805,N9  -696,
8094,20220720 20:07,41.86411794026693,-87.66632080078125,178,15955,X9,74th,38013,False,10001806,X9  -654,
8225,20220720 20:07,41.85643081665039,-87.66612065633139,179,15955,X9,74th,40875,False,10001807,X9  -655,
8040,20220720 20:07,41.79659979684012,-87.66475677490234,179,15955,X9,74th,63535,False,10002430,X9  -653,
8074,20220720 20:07,41.79421724591936,-87.66469944545202,181,15955,X9,74th,64408,False,10001805,N9  -696,
8094,20220720 20:09,41.8579136241566,-87.66614393754439,185,15955,X9,74th,40289,False,10001806,X9  -654,
8225,20220720 20:09,41.848968869163876,-87.66606285458519,179,15955,X9,74th,43591,False,10001807,X9  -655,
8040,20220720 20:09,41.78673482495685,-87.66431852828624,178,15955,X9,74th,67123,False,10002430,X9  -653,
8074,20220720 20:09,41.78659248352051,-87.66442314783733,176,15955,X9,74th,67188,False,10001805,N9  -696,
8094,20220720 20:11,41.85275650024414,-87.66607093811035,181,15955,X9,74th,42226,False,10001806,X9  -654,
8225,20220720 20:11,41.8392319589291,-87.66591385175597,178,15955,X9,74th,47137,False,10001807,X9  -655,
8074,20220720 20:11,41.77964998328167,-87.6643826028575,178,15955,X9,74th,69741,False,10001805,N9  -696,
8040,20220720 20:11,41.77315545082092,-87.66402435302734,178,15955,X9,74th,72129,False,10002430,X9  -653,
8094,20220720 20:13,41.84406757354736,-87.66595649719238,179,15955,X9,74th,45362,False,10001806,X9  -654,
8225,20220720 20:13,41.83895998001098,-87.6655782699585,230,15955,X9,74th,47983,False,10001807,X9  -655,
8074,20220720 20:13,41.768699645996094,-87.66392517089844,179,15955,X9,74th,73767,False,10001805,N9  -696,
8040,20220720 20:13,41.76519726168725,-87.66384887695312,178,15955,X9,74th,75071,False,10002430,X9  -653,
8094,20220720 20:15,41.8387170679429,-87.6647819070255,356,15955,X9,74th,47713,False,10001806,X9  -654,
8225,20220720 20:15,41.83100929260254,-87.66567993164062,182,15955,X9,74th,50915,False,10001807,X9  -655,
8074,20220720 20:15,41.75963020324707,-87.6637191772461,179,15955,X9,74th,77087,False,10001805,N9  -696,
8094,20220720 20:17,41.83896207809448,-87.6655740737915,234,15955,X9,74th,47981,False,10001806,X9  -654,
8225,20220720 20:17,41.82248506546021,-87.66540699005127,178,15955,X9,74th,54032,False,10001807,X9  -655,
8094,20220720 20:19,41.83100128173828,-87.66567993164062,181,15955,X9,74th,50918,False,10001806,X9  -654,
8225,20220720 20:19,41.815831661224365,-87.66524505615234,178,15955,X9,74th,56467,False,10001807,X9  -655,
8094,20220720 20:21,41.822292518615725,-87.66539764404297,177,15955,X9,74th,54102,False,10001806,X9  -654,
8225,20220720 20:21,41.80815096868985,-87.66503828850345,175,15955,X9,74th,59304,False,10001807,X9  -655,
8094,20220720 20:23,41.81244049072266,-87.66514587402344,178,15955,X9,74th,57705,False,10001806,X9  -654,
8225,20220720 20:23,41.801387786865234,-87.66488647460938,180,15955,X9,74th,61782,False,10001807,X9  -655,
8094,20220720 20:25,41.80818386354308,-87.6650390625,172,15955,X9,74th,59291,False,10001806,X9  -654,
8225,20220720 20:25,41.794282640729634,-87.66470206124443,180,15955,X9,74th,64385,False,10001807,X9  -655,
8094,20220720 20:27,41.80161617113196,-87.6648881331734,185,15955,X9,74th,61697,False,10001806,X9  -654,
8225,20220720 20:27,41.78731556262,-87.6643482790155,180,15955,X9,74th,66918,False,10001807,X9  -655,
8094,20220720 20:29,41.79418182373047,-87.66469802856446,180,15955,X9,74th,64421,False,10001806,X9  -654,
8225,20220720 20:29,41.77967731769268,-87.66438997708835,179,15955,X9,74th,69732,False,10001807,X9  -655,
8094,20220720 20:31,41.78300399780274,-87.66443481445313,178,15955,X9,74th,68519,False,10001806,X9  -654,
8225,20220720 20:31,41.770119954304526,-87.6639633178711,178,15955,X9,74th,73260,False,10001807,X9  -655,
8094,20220720 20:33,41.77409921933527,-87.66405487060547,180,15955,X9,74th,71798,False,10001806,X9  -654,
8225,20220720 20:33,41.76790473574684,-87.66390991210938,178,15955,X9,74th,74063,False,10001807,X9  -655,
8094,20220720 20:35,41.76805543246334,-87.66391931821222,179,15955,X9,74th,73996,False,10001806,X9  -654,
8094,20220720 20:37,41.76158766313033,-87.6637191772461,179,15955,X9,74th,76357,False,10001806,X9  -654,
