vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,tablockid,zone
8040,20220720 19:35,41.906558110163765,-87.66764831542969,175,15955,X9,74th,22430,False,10002430,X9  -653,
8074,20220720 19:35,41.88548278808594,-87.66710662841797,164,15955,X9,74th,30121,False,10001805,N9  -696,
8043,20220720 19:35,41.80882286302971,-87.6650663433653,180,15955,X9,74th,59055,False,10001802,9 -608,
8095,20220720 19:35,41.808246170265086,-87.6650390625,176,15955,X9,74th,59268,False,10001803,9 -609,
8093,20220720 19:37,41.72847135443436,-87.66293013723273,173,4658,X9,95th,88430,False,10002346,9 -655,
8225,20220720 19:37,41.95450210571289,-87.6536865234375,270,15955,X9,74th,554,False,10001807,X9  -655,
8094,20220720 19:37,41.938133239746094,-87.6686782836914,178,15955,X9,74th,10818,False,10001806,X9  -654,
8040,20220720 19:37,41.902405092793124,-87.66753535116872,180,15955,X9,74th,23930,False,10002430,X9  -653,
8074,20220720 19:37,41.88094375610351,-87.66685485839844,178,15955,X9,74th,31786,False,10001805,N9  -696,
8043,20220720 19:37,41.80474035290704,-87.6649612205616,179,15955,X9,74th,60552,False,10001802,9 -608,
8095,20220720 19:37,41.801387786865234,-87.66488647460938,181,15955,X9,74th,61782,False,10001803,9 -609,
8093,20220720 19:39,41.7209348370952,-87.66283564413747,179,4658,X9,95th,91204,False,10002346,9 -655,
8225,20220720 19:39,41.95433044433594,-87.66595916748047,269,15955,X9,74th,4016,False,10001807,X9  -655,
8094,20220720 19:39,41.92970561981201,-87.66842524210612,179,15955,X9,74th,13914,False,10001806,X9  -654,
8040,20220720 19:39,41.89986965472882,-87.66747283935547,179,15955,X9,74th,24862,False,10002430,X9  -653,
8074,20220720 19:39,41.87683492993552,-87.66678619384766,177,15955,X9,74th,33298,False,10001805,N9  -696,
8095,20220720 19:39,41.795902252197266,-87.66474380493165,178,15955,X9,74th,63790,False,10001803,9 -609,
8043,20220720 19:39,41.795417240687776,-87.66473203386579,179,15955,X9,74th,63968,False,10001802,9 -608,
